No.,Spec,feature,sub feature,sub feature,sub feature,test  describtion,,,,priority,level,coverage,testcase,,,,
,,,,,,Load Unit向LoadPipe0发送请求命中。但是命中的bank注入data error,向loadunit和 l2 (BEU) 报 error，,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=?,
io_lsu_load_1_req_valid=0,
io_lsu_load_2_req_ready=?,
io_lsu_load_2_req_valid=0,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=1,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe0发送请求命中。但是命中的cacheline存在flag_error,向loadunit和l2报 error，,,,,,misc_gp,tc_dcache_ecc_load,,,,
,,,,load1 tag,,,,,,,,,,,,,
,,,,,hit,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe1发送请求命中。但命中set部分（4路）都没有error，其他set部分注入tag error。,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=?,
io_lsu_load_2_req_valid=0,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=0,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,miss,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe1发来的请求miss。但是对应的set部分（4路）没有error，其他set行注入tag enter,报miss，不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=?,
io_lsu_load_2_req_valid=0,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=0,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe1发送请求。对应的set部分（4路）存在tag error。,报miss，mq_nack为1。向loadunit和l2 (BEU) 报 error，,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=?,
io_lsu_load_2_req_valid=0,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=0,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,load1 data,,,,,,,,,,,,,
,,,,,hit,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe1发送请求命中。且命中的cache line没有error，其他路注入data error。,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=?,
io_lsu_load_2_req_valid=0,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=1,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe1发送请求命中。且命中的cache line有data error，命中的bank（比如bank1)不注入ecc，其他bank部分任意注入ecc（比如bank4）,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=?,
io_lsu_load_2_req_valid=0,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=1,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe1发送请求命中。但是命中的bank注入data error,向loadunit和 l2 (BEU) 报 error，,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=?,
io_lsu_load_2_req_valid=0,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=1,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe1发送请求命中。但是命中的cacheline存在flag_error,向loadunit和l2报 error，,,,,,,tc_dcache_ecc_load,,,,
,,,,load2 tag,,,,,,,,,,,,,
,,,,,hit,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe2发送请求命中。但命中set部分（4路）都没有error，其他set部分注入tag error。,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=?,
io_lsu_load_1_req_valid=0,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=0,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,miss,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe2发来的请求miss。但是对应的set部分（4路）没有error，其他set行注入tag enter,报miss，不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=?,
io_lsu_load_1_req_valid=0,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=0,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe2发送请求。对应的set部分（4路）存在tag error。,报miss，mq_nack为1。向loadunit和l2 (BEU) 报 error，,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=?,
io_lsu_load_1_req_valid=0,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
auto_cacheCtrlOpt_in_a_ready=1,
auto_cacheCtrlOpt_in_a_valid=1,
auto_cacheCtrlOpt_in_a_bits_data[3]=0,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,load2 data,,,,,,,,,,,,,
,,,,,hit,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe2发送请求命中。且命中的cache line没有error，其他路注入data error,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=?,
io_lsu_load_1_req_valid=0,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data[3]=1,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe2发送请求命中。且命中的cache line有data error，命中的bank（比如bank1)不注入ecc，其他bank部分任意注入ecc（比如bank4）,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=?,
io_lsu_load_1_req_valid=0,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data[3]=1,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe2发送请求命中。但是命中的bank注入data error,向loadunit和 l2 (BEU) 报 error，,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=?,
io_lsu_load_0_req_valid=0,
io_lsu_load_1_req_ready=?,
io_lsu_load_1_req_valid=0,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data[3]=1,",,,misc_gp,tc_dcache_ecc_load,,,,
,,,,,,Load Unit向LoadPipe2发送请求命中。但是命中的cacheline存在flag_error,向loadunit和l2报 error，,,,,,misc_gp,tc_dcache_ecc_load,,,,
,,,并行多个load请求,,,,,,,,,,,,,,
,,,,tag,,,,,,,,,,,,,
,,,,,hit,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1、LoadPipe2同时发送请求，请求的虚地址bank部分为same_bank。但命中set部分（4路）都没有error，其他set部分注入tag error。,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,misc_gp,tc_dcache_ecc_load_both,,,,
,,,,,miss,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1、LoadPipe2同时发送请求，请求的虚地址bank部分为same_bank。对应set部分（4路）都没有error，其他set部分注入tag error。,报miss，不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,misc_gp,tc_dcache_ecc_load_both,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1、LoadPipe2同时发送请求，请求的虚地址bank部分为same_bank。对应set部分（4路）存在tag error。,报miss，mq_nack为1。向loadunit和l2 (BEU) 报 error，,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,misc_gp,tc_dcache_ecc_load_both,,,,
,,,,data,,,,,,,,,,,,,
,,,,,hit,,,,,,,,,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1、LoadPipe2同时发送请求。且命中的cache line没有data error，其他cacheline部分任意注入ecc。,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,misc_gp,tc_dcache_ecc_load_both,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1、LoadPipe2同时发送请求。且命中的cache line有data error，命中的bank不注入ecc，其他bank部分任意注入ecc。,不报ecc error,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,misc_gp,tc_dcache_ecc_load_both,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1、LoadPipe2同时发送请求。但是命中的bank注入data error。,向loadunit和 l2 (BEU) 报 error，,"io_lsu_load_0_req_ready；
io_lsu_load_0_req_valid；
io_lsu_load_1_req_ready；
io_lsu_load_1_req_valid；
io_lsu_load_2_req_ready；
io_lsu_load_2_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,misc_gp,tc_dcache_ecc_load_both,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1、LoadPipe2同时发送请求。但是命中的bcacheline存在flag error。,向loadunit和l2报 error，,,,,,misc_gp,tc_dcache_ecc_load_both,,,,
,,sbuffer向dcache发送的store 请求  5,,,,,,,,,,,,,,,
,,,tag,,,,,,,,,,,,,,
,,,,hit,,,,,,,,,,,,,
,,,,,,命中set部分（4路）都没有error，其他set部分注入tag error。,不报ecc error,"io_lsu_store_req_ready；
io_lsu_store_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data[3]=0",,,misc_gp,tc_dcache_ecc_store,,,,
,,,,miss,,,,,,,,,,,,,
,,,,,,miss但是对应的set部分（4路）没有error，其他set行注入tag error,报miss，不报ecc error,"io_lsu_store_req_ready；
io_lsu_store_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data[3]=0",,,misc_gp,tc_dcache_ecc_store,,,,
,,,,,,miss但是对应的set部分（4路）存在tag error,报miss，不报ecc error，根据 Repalce/Evict 流程释放 cacheline，并将数据写入 dcache 中，不向 l2 报送错误。在将error tag替换时才会报error,"io_lsu_store_req_ready；
io_lsu_store_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data[3]=0",,,misc_gp,tc_dcache_ecc_store,,,,
,,,data,,,,,,,,,,,,,,
,,,,hit,,,,,,,,,,,,,
,,,,,,命中且命中的cache line没有error，其他路注入data error,不报ecc error,"io_lsu_store_req_ready；
io_lsu_store_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;
auto_cacheCtrlOpt_in_a_bits_data[3]=1，",,,misc_gp,tc_dcache_ecc_store,,,,
,,,,,,命中且命中的cache line注入data error,不报ecc error，直接写入数据，不向l2报错,"io_lsu_store_req_ready；
io_lsu_store_req_valid；
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;
auto_cacheCtrlOpt_in_a_bits_data[3]=1，",,,misc_gp,tc_dcache_ecc_store,,,,
,,atomic请求  12,,,,,,,,,,,,,,,
,,,lr tag,,,,,,,,,,,,,,
,,,,hit,,,,,,,,,,,,,
,,,,,,命中且命中way没有error，其他3个way注入tag error,不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,tc_dcache_ecc_atomics_lrsc,,,,
,,,,miss,,,,,,,,,,,,,
,,,,,,miss但是对应的set部分（4路）没有error，其他set行注入tag enter,报miss，不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,tc_dcache_ecc_atomics_lrsc,,,,
,,,,,,miss但是对应的set部分（4路）存在tag error,向 l2 (beu)报miss ，报ecc error，并且io_lsu_atomics_resp_bits_error拉高,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,tc_dcache_ecc_atomics_lrsc,,,,
,,,lr data,,,,,,,,,,,,,,
,,,,hit,,,,,,,,,,,,,
,,,,,,命中且命中的cache line没有error，其他路注入data error,不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,tc_dcache_ecc_atomics_lrsc,,,,
,,,,,,命中且命中的cache line注入data error,向l2 (beu) 报error，并且io_lsu_atomics_resp_bits_error拉高,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,tc_dcache_ecc_atomics_lrsc,,,,
,,,,,,命中且命中的cache line存在flag_error,向l2报ecc error，并且io_lsu_atomics_resp_bits_error拉高,,,,,misc_gp,tc_dcache_ecc_atomics_lrsc,,,,
,,,AMO/SC tag,,,,,,,,,,,,,,
,,,,hit,,,,,,,,,,,,,
,,,,,,命中但命中set部分（4路）都没有error，其他set部分注入tag error,不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,"tc_dcache_ecc_atomics_amo,tc_dcache_ecc_atomics_lrsc",,,,
,,,,miss,,,,,,,,,,,,,
,,,,,,miss但是对应的set部分（4路）没有error，其他set行注入tag enter,报miss，不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,"tc_dcache_ecc_atomics_amo,tc_dcache_ecc_atomics_lrsc",,,,
,,,,,,miss但是对应的set部分（4路）存在tag error,不向 l2 (beu)报miss ，不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,"tc_dcache_ecc_atomics_amo,tc_dcache_ecc_atomics_lrsc",,,,
,,,AMO/SC data,,,,,,,,,,,,,,
,,,,hit,,,,,,,,,,,,,
,,,,,,命中且命中的cache line没有error，其他路注入data error,不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,"tc_dcache_ecc_atomics_amo,tc_dcache_ecc_atomics_lrsc",,,,
,,,,,,命中且命中的cache line注入data error,不向l2 (beu) 报error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,misc_gp,"tc_dcache_ecc_atomics_amo,tc_dcache_ecc_atomics_lrsc",,,,
,,,,,,命中且命中的cache line存在flag_error,不向l2报ecc error,,,,,misc_gp,"tc_dcache_ecc_atomics_amo,tc_dcache_ecc_atomics_lrsc",,,,
,,probe请求  5,,,,,,,,,,,,,,,
,,,tag,,,,,,,,,,,,,,
,,,,,,命中cache line没有error，其他路注入tag error,不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_probe_block=0,
auto_client_out_b_valid=1,
auto_client_out_b_ready=1,
io_mem_probe_valid=1，
io_mem_probe_ready=1,",,,misc_gp,tc_dcache_ecc_probe,,,,
,,,,,,命中路tag部分存在error,报ecc error，不更改cache状态，并且需要向 l2 返回 corrupt=1 的 ProbeAck。,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_probe_block=0,
auto_client_out_b_valid=1,
auto_client_out_b_ready=1,
io_mem_probe_valid=1，
io_mem_probe_ready=1,",,,misc_gp,tc_dcache_ecc_probe,,,,
,,,data,,,,,,,,,,,,,,
,,,,,,命中的cache line没有error，其他路注入data error,不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_probe_block=0,
auto_client_out_b_valid=1,
auto_client_out_b_ready=1,
io_mem_probe_valid=1，
io_mem_probe_ready=1,",,,misc_gp,tc_dcache_ecc_probe,,,,
,,,,,,命中且命中的cache line注入data error,报ecc error，按规则更改cache状态，如果需要返回数据，则需要向 l2 返回 corrupt=1。,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","io_probe_block=0,
auto_client_out_b_valid=1,
auto_client_out_b_ready=1,
io_mem_probe_valid=1，
io_mem_probe_ready=1,",,,misc_gp,tc_dcache_ecc_probe,,,,
,,,,,,命中且命中的cache line存在flag_error,向BEU报error,,,,,misc_gp,tc_dcache_ecc_probe,,,,
,,refill请求替换cache line  6,,,,,,,,,,,,,,,
,,,tag,,,,,,,,,,,,,,
,,,,,,对应的替换 way没有error，其他3路注入tag error,不报ecc error,"auto_cacheCtrlOpt_in_a_ready;
auto_cacheCtrlOpt_in_a_valid;
auto_cacheCtrlOpt_in_a_bits_data;","auto_cacheCtrlOpt_in_a_read=1;
auto_cacheCtrlOpt_in_a_valid=1;
auto_cacheCtrlOpt_in_a_bits_data[3]=0;",,,misc_gp,tc_dcache_ecc_load,,,,
